som_label,Year,oni_critical_mean,yield_anomaly_mean,n_pixels
3,1999,-1.1299535603715172,0.07686956603742845,646
3,2000,-0.7886222910216718,-0.05860432619052354,646
3,2001,-0.27801857585139317,0.005183185930900859,646
3,2002,0.5276315789473685,-0.32895518416840147,646
3,2003,0.17051083591331267,0.011427290019642704,646
3,2004,0.40379256965944266,-0.21956825749306175,646
3,2005,0.17453560371517027,-0.15999507792982876,646
3,2006,-0.08366873065015479,-0.24317599454049119,646
3,2007,-0.46648606811145515,0.047107390135104246,646
3,2008,-0.7416408668730651,0.13842389610020772,646
3,2009,0.09156346749226006,0.18554340258438073,646
3,2010,-0.32724458204334367,0.2578653985084447,646
3,2011,-0.7630804953560372,0.00451825860224235,646
3,2012,-0.1423374613003096,-0.002666528140230396,646
3,2013,-0.33908668730650154,-0.04183230914868236,646
3,2014,0.02321981424148607,0.06694379100473682,646
3,2015,1.2458978328173376,-0.1293957759934368,646
3,2016,0.4102167182662539,-0.05779097615169929,646
4,1982,0.7410231660231661,0.017562359482684614,518
4,1983,0.722007722007722,-0.11185795291350033,518
4,1984,-0.3502895752895753,0.03610470925069424,518
4,1985,-0.6348455598455599,-0.041794625025803965,518
4,1986,0.06138996138996138,-0.08107608558185772,518
4,1987,1.3141891891891893,-0.13189731866506046,518
4,1988,-0.6571428571428573,-0.19721827543660653,518
4,1989,-0.66496138996139,0.19181870423525016,518
4,1990,0.30926640926640925,0.0880995271385838,518
4,1991,0.4966216216216216,0.2489397054732306,518
4,1992,0.7879343629343629,0.19302221088877855,518
4,1993,0.3879343629343629,0.13791969295851364,518
4,1994,0.35772200772200774,0.28844480861529426,518
4,1995,-0.003281853281853283,-0.06397879079998288,518
4,1996,-0.45386100386100386,0.14690582002964558,518
4,1997,0.9478764478764479,0.11932863753030983,518
4,1998,0.1537644787644787,-0.2689736092491902,518
4,1999,-1.140057915057915,0.12420513036343517,518
4,2000,-0.8173745173745174,0.04762234436034007,518
4,2001,-0.267953667953668,0.07402025049952471,518
4,2002,0.5329150579150579,0.11073599355513299,518
4,2003,0.22326254826254824,-0.09931463810739298,518
4,2004,0.4055984555984556,-0.12871760994767453,518
4,2005,0.1554054054054054,-0.021804069685767688,518
4,2006,-0.11110038610038608,0.12980792826467685,518
4,2007,-0.4527992277992278,-0.012387867580513162,518
4,2008,-0.771042471042471,0.004944218225462736,518
4,2009,0.07413127413127413,-0.06632972647535748,518
4,2010,-0.29932432432432426,-0.17301637090384803,518
4,2011,-0.7672779922779922,0.07649783734836738,518
4,2012,-0.13532818532818533,0.10294117001163985,518
4,2013,-0.3415057915057915,-0.07426462219947136,518
4,2014,-0.02972972972972972,0.13315516779591188,518
4,2015,1.2298262548262546,0.022148627804726085,518
4,2016,0.4638030888030888,-0.3961014343662957,518
5,1982,0.9017100977198697,0.23353805357136412,614
5,1983,0.496742671009772,0.21951943554411907,614
5,1984,-0.35268729641693813,0.08278657315588625,614
5,1985,-0.5924267100977199,0.09289676859038205,614
5,1986,0.18135179153094463,0.12410297700660326,614
5,1987,1.3903908794788273,0.24419167674858924,614
5,1988,-0.7523615635179153,-0.20888983171255884,614
5,1989,-0.5970684039087948,0.05415531490022751,614
5,1990,0.3144136807817589,-0.041939339651221846,614
5,1991,0.5473941368078176,0.0810486349896105,614
5,1992,0.6051302931596091,-0.06256503312991088,614
5,1993,0.32174267100977194,-0.02639386807481154,614
5,1994,0.3964169381107492,-0.3488900182685817,614
5,1995,-0.14283387622149837,-0.10342431354699716,614
5,1996,-0.448371335504886,0.010049863473022785,614
5,1997,1.185342019543974,-0.062141326828657334,614
5,1998,-0.1330618892508144,-0.019285337750800702,614
5,1999,-1.1742671009771988,-0.07027201405532506,614
5,2000,-0.7824918566775244,-0.24182374833214457,614
5,2001,-0.26270358306188923,-0.12518526883031764,614
5,2002,0.6308631921824105,-0.04561693783598635,614
5,2003,0.26311074918566774,-0.21249656619034404,614
5,2004,0.47752442996742667,-0.15375365306198596,614
5,2005,0.09275244299674267,-0.06406984872378846,614
5,2006,0.008387622149837137,-0.11546525605123772,614
5,2007,-0.5446254071661238,-0.09857087414007343,614
5,2008,-0.6663680781758957,0.12490581692750444,614
5,2009,0.21758957654723127,0.027866768889798076,614
5,2010,-0.5325732899022801,0.03674115986295549,614
5,2011,-0.7951140065146579,-0.057331767574814216,614
5,2012,-0.03363192182410423,0.09724395503198989,614
5,2013,-0.33371335504885996,0.06167032411033328,614
5,2014,0.016530944625407162,0.2538210228851508,614
5,2015,1.4377035830618892,0.3569672115391747,614
5,2016,0.2671009771986971,0.02565539844033796,614
