som_label,Year,oni_critical_mean
4,2013,-0.3232192373263802
4,2014,0.12220613470613466
4,2015,1.5413582320725177
4,2016,0.09499483945912518
5,1982,1.196967311552002
5,1983,0.1235492547626098
5,1984,-0.44077332773994005
5,1985,-0.521356644622117
5,1986,0.3930198565459152
5,1987,1.3880198154180239
5,1988,-1.0583621228572369
5,1989,-0.4402803277070378
5,1990,0.33126883657421113
5,1991,0.6775962803935116
5,1992,0.3706288454578357
5,1993,0.2868989158687855
5,1994,0.517424324680025
5,1995,-0.37538804165432826
5,1996,-0.40977050636659756
5,1997,1.5414268910604416
5,1998,-0.5562523854176948
5,1999,-1.2122918106142861
5,2000,-0.6994519297206593
5,2001,-0.24353827361563518
5,2002,0.7976026140887705
5,2003,0.22858380219129404
5,2004,0.5269162718389102
5,2005,-0.06271008126871319
5,2006,0.23953768137400058
5,2007,-0.7812214572434443
5,2008,-0.5717476886125095
5,2009,0.5066164083835093
5,2010,-0.8901067680057908
5,2011,-0.7934654772480505
5,2012,0.05234774454644164
5,2013,-0.31264036949297536
5,2014,0.1734654361201592
5,2015,1.7129775770736682
5,2016,-0.08115351396703188
