som_label,trigger_oni_approx,curve_min_yield,curve_max_yield,n_years
0,0.5091138141963298,-0.19672429067584576,0.07950821838405024,35
1,0.12889878313134306,-0.23747969265299954,0.20105057431730997,35
2,0.6408175629922659,-0.09726004659227885,0.35212270237904625,35
3,0.21089853291223926,-0.09812059034849116,0.15528373317271235,35
4,0.3768887875671796,0.0007342429632342189,0.05695369344321184,35
5,0.33516319381925896,-0.04219089052302523,0.2042678762345325,35
