lat,lon,años_validos,gap,longest_run,cluster_raw,cluster,std
-37.25,147.75,36,0,36,0.0,3.0,0.71860176
-37.25,148.25,35,1,35,0.0,3.0,0.7213382
-37.25,149.25,36,0,36,0.0,3.0,0.7930119
-37.25,287.25,36,0,36,0.0,3.0,0.3901207
-37.25,287.75,36,0,36,0.0,3.0,0.4390162
-37.25,288.25,36,0,36,0.0,3.0,0.5018979
-37.25,288.75,36,0,36,0.0,3.0,0.46461743
-37.25,294.75,36,0,36,0.0,3.0,0.26353523
-37.25,295.25,36,0,36,0.0,3.0,0.3098558
-37.25,295.75,36,0,36,0.0,3.0,0.3452713
-37.25,296.25,36,0,36,0.0,3.0,0.3513305
-37.25,296.75,36,0,36,0.0,3.0,0.3850243
-37.25,297.25,36,0,36,0.0,3.0,0.48451886
-37.25,297.75,36,0,36,0.0,3.0,0.50598526
-37.25,298.25,36,0,36,0.0,3.0,0.52234733
-37.25,298.75,36,0,36,0.0,3.0,0.518264
-37.25,299.25,36,0,36,0.0,3.0,0.60811776
-37.25,299.75,36,0,36,0.0,3.0,0.5021232
-37.25,300.25,36,0,36,0.0,3.0,0.47602564
-37.25,300.75,36,0,36,0.0,3.0,0.4931581
-37.25,301.25,36,0,36,0.0,3.0,0.60997933
-37.25,301.75,36,0,36,0.0,3.0,0.7145327
-37.25,302.25,36,0,36,0.0,3.0,0.7108416
-36.75,140.25,36,0,36,0.0,3.0,0.6033434
-36.75,140.75,36,0,36,0.0,3.0,0.5684796
-36.75,141.25,36,0,36,0.0,3.0,0.5037177
-36.75,141.75,36,0,36,0.0,3.0,0.46703607
-36.75,142.25,36,0,36,0.0,3.0,0.47709602
-36.75,142.75,36,0,36,0.0,3.0,0.47345266
-36.75,143.25,36,0,36,0.0,3.0,0.5439929
-36.75,143.75,36,0,36,0.0,3.0,0.57728046
-36.75,144.25,36,0,36,0.0,3.0,0.60333985
-36.75,144.75,36,0,36,0.0,3.0,0.6340985
-36.75,145.25,36,0,36,0.0,3.0,0.7077703
-36.75,145.75,36,0,36,0.0,3.0,0.7381966
-36.75,146.25,36,0,36,0.0,3.0,0.735608
-36.75,146.75,36,0,36,0.0,3.0,0.75430465
-36.75,147.75,36,0,36,0.0,3.0,0.73377436
-36.75,148.75,36,0,36,0.0,3.0,0.66199553
-36.75,149.25,36,0,36,0.0,3.0,0.79845804
-36.75,287.75,36,0,36,0.0,3.0,0.45021167
-36.75,288.25,36,0,36,0.0,3.0,0.4444376
-36.75,288.75,36,0,36,0.0,3.0,0.5459398
-36.75,294.75,36,0,36,0.0,3.0,0.3208151
-36.75,295.25,36,0,36,0.0,3.0,0.38943896
-36.75,295.75,36,0,36,0.0,3.0,0.4328111
-36.75,296.25,36,0,36,0.0,3.0,0.32120472
-36.75,296.75,36,0,36,0.0,3.0,0.24901128
-36.75,297.25,36,0,36,0.0,3.0,0.2591683
-36.75,297.75,36,0,36,0.0,3.0,0.27299318
-36.75,298.25,36,0,36,0.0,3.0,0.32572612
-36.75,298.75,36,0,36,0.0,3.0,0.4288105
-36.75,299.25,36,0,36,0.0,3.0,0.46140173
-36.75,299.75,36,0,36,0.0,3.0,0.53285074
-36.75,300.25,36,0,36,0.0,3.0,0.59291416
-36.75,300.75,36,0,36,0.0,3.0,0.7040744
-36.75,301.25,36,0,36,0.0,3.0,0.7678024
-36.75,301.75,36,0,36,0.0,3.0,0.75328934
-36.75,302.25,36,0,36,0.0,3.0,0.6743854
-36.75,302.75,36,0,36,0.0,3.0,0.61685336
-36.25,140.25,36,0,36,0.0,3.0,0.46111885
-36.25,140.75,36,0,36,0.0,3.0,0.44849423
-36.25,141.25,36,0,36,0.0,3.0,0.3533235
-36.25,141.75,36,0,36,0.0,3.0,0.33718422
-36.25,142.25,36,0,36,0.0,3.0,0.343474
-36.25,142.75,36,0,36,0.0,3.0,0.38038197
-36.25,143.25,36,0,36,0.0,3.0,0.38927668
-36.25,143.75,36,0,36,0.0,3.0,0.52678406
-36.25,144.25,36,0,36,0.0,3.0,0.5429491
-36.25,144.75,36,0,36,0.0,3.0,0.5583807
-36.25,145.25,36,0,36,0.0,3.0,0.5828897
-36.25,145.75,36,0,36,0.0,3.0,0.63165045
-36.25,146.25,36,0,36,0.0,3.0,0.65989494
-36.25,146.75,36,0,36,0.0,3.0,0.7056006
-36.25,147.25,36,0,36,0.0,3.0,0.7647555
-36.25,147.75,36,0,36,0.0,3.0,0.76675105
-36.25,148.25,36,0,36,0.0,3.0,0.77014583
-36.25,148.75,35,1,35,0.0,3.0,0.66814536
-36.25,149.25,36,0,36,0.0,3.0,0.5129623
-36.25,149.75,35,1,35,0.0,3.0,0.8407322
-36.25,287.75,36,0,36,0.0,3.0,0.30748564
-36.25,288.25,36,0,36,0.0,3.0,0.37576038
-36.25,288.75,36,0,36,0.0,3.0,0.48446494
-36.25,294.25,36,0,36,0.0,3.0,0.23613514
-36.25,294.75,36,0,36,0.0,3.0,0.28311822
-36.25,295.25,36,0,36,0.0,3.0,0.3684247
-36.25,295.75,36,0,36,0.0,3.0,0.39741158
-36.25,296.25,36,0,36,0.0,3.0,0.2956514
-36.25,296.75,36,0,36,0.0,3.0,0.2808342
-36.25,297.25,36,0,36,0.0,3.0,0.30870295
-36.25,297.75,36,0,36,0.0,3.0,0.34537798
-36.25,298.25,36,0,36,0.0,3.0,0.38297415
-36.25,298.75,36,0,36,0.0,3.0,0.34788263
-36.25,299.25,36,0,36,0.0,3.0,0.39033931
-36.25,299.75,36,0,36,0.0,3.0,0.5055524
-36.25,300.25,36,0,36,0.0,3.0,0.65104574
-36.25,300.75,36,0,36,0.0,3.0,0.73181194
-36.25,301.25,36,0,36,0.0,3.0,0.79329115
-36.25,301.75,36,0,36,0.0,3.0,0.7239207
-36.25,302.25,36,0,36,0.0,3.0,0.64168566
-35.75,139.75,36,0,36,0.0,3.0,0.35728326
-35.75,140.25,36,0,36,0.0,3.0,0.2904956
-35.75,140.75,36,0,36,0.0,3.0,0.28466234
